Local time,Ask,Bid,AskVolume,BidVolume
06.06.2022 03:45:11.821 GMT+0200,11.923,11.877,0.018,0.018
06.06.2022 03:45:13.742 GMT+0200,11.903,11.887,0.018,0.018
06.06.2022 03:45:14.743 GMT+0200,11.903,11.877,0.018,0.018
06.06.2022 03:45:16.746 GMT+0200,11.923,11.877,0.018,0.018
06.06.2022 03:45:17.082 GMT+0200,11.913,11.897,0.018,0.018
06.06.2022 03:45:21.813 GMT+0200,11.923,11.897,0.018,0.018
06.06.2022 03:45:50.261 GMT+0200,11.933,11.917,0.018,0.018
06.06.2022 03:45:51.262 GMT+0200,11.944,11.915999999999999,0.018,0.018
06.06.2022 03:46:10.275 GMT+0200,11.944,11.926,0.018,0.018
06.06.2022 03:46:15.405 GMT+0200,11.943,11.917,0.018,0.018
06.06.2022 03:46:17.377 GMT+0200,11.943,11.927000000000001,0.018,0.018
06.06.2022 03:46:21.800 GMT+0200,11.954,11.936,0.018,0.018
06.06.2022 03:46:25.801 GMT+0200,11.963,11.937000000000001,0.018,0.018
06.06.2022 03:46:34.012 GMT+0200,11.983,11.937000000000001,0.018,0.018
06.06.2022 03:46:34.913 GMT+0200,11.974000000000002,11.956,0.018,0.018
06.06.2022 03:46:35.915 GMT+0200,11.984000000000002,11.956,0.018,0.018
06.06.2022 03:46:37.916 GMT+0200,11.974000000000002,11.956,0.018,0.018
06.06.2022 03:46:41.558 GMT+0200,11.963,11.947000000000001,0.018,0.018
06.06.2022 03:46:42.565 GMT+0200,11.963,11.937000000000001,0.018,0.018
06.06.2022 03:46:44.909 GMT+0200,11.963,11.947000000000001,0.018,0.018
06.06.2022 03:46:47.726 GMT+0200,11.963,11.937000000000001,0.018,0.018
06.06.2022 03:46:48.739 GMT+0200,11.983,11.937000000000001,0.018,0.018
06.06.2022 03:46:49.410 GMT+0200,11.974000000000002,11.956,0.018,0.018
06.06.2022 03:46:57.903 GMT+0200,11.963,11.937000000000001,0.018,0.018
06.06.2022 03:46:58.904 GMT+0200,11.954,11.936,0.018,0.018
06.06.2022 03:47:08.579 GMT+0200,11.943,11.927000000000001,0.018,0.018
06.06.2022 03:47:09.573 GMT+0200,11.934000000000001,11.915999999999999,0.018,0.018
06.06.2022 03:47:14.299 GMT+0200,11.943,11.917,0.018,0.018
06.06.2022 03:47:24.569 GMT+0200,11.943,11.927000000000001,0.018,0.018
06.06.2022 03:47:28.267 GMT+0200,11.954,11.936,0.018,0.018
